activityLevel,elapsed_min,lowestRespirationValue,highestRespirationValue,avgWakingRespirationValue,avgSleepRespirationValue,averageRespirationValue_num,averageSpO2HRSleep_num,averageSpO2Value_num,avgSleepStress_num,awakeCount_num,awakeSleepSeconds_num,deepSleepSeconds_num,highestRespirationValue_num,highestSpO2Value_num,lightSleepSeconds_num,lowestRespirationValue_num,lowestSpO2Value_num,remSleepSeconds_num,sleepEndTimestampGMT_dt,sleepStartTimestampGMT_dt,sleepTimeSeconds_num,tot_sleep_hours,Prin1,Prin2,rownum,CLUSTER
-1.293355847,-0.29566117,-0.919888856,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.745898471,0.8995592577,0.3935837931,-0.313710108,-1.169304378,,-0.201449805,-2.380787542,,-1.022436663,-1.151186239,-1.149361703,-0.699707386,-0.48041331,,,32,3
-0.381250418,1.326827698,-0.919888856,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.745898471,0.8995592577,0.3935837931,-0.313710108,-1.169304378,,-0.201449805,-2.380787542,,-1.022436663,-1.151186239,-1.149361703,-0.699707386,-0.48041331,,,33,3
0.5308550119,-0.870082694,-0.919888856,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.745898471,0.8995592577,0.3935837931,-0.313710108,-1.169304378,,-0.201449805,-2.380787542,,-1.022436663,-1.151186239,-1.149361703,-0.699707386,-0.48041331,,,34,3
1.4429604415,-0.7995397,-0.919888856,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.745898471,0.8995592577,0.3935837931,-0.313710108,-1.169304378,,-0.201449805,-2.380787542,,-1.022436663,-1.151186239,-1.149361703,-0.699707386,-0.48041331,,,35,3
-1.293355847,-0.073954616,-0.919888856,-0.500613843,0.0584992647,0.4099131606,0.4099131606,,,-0.635589542,-0.029493746,-0.531231747,0.5427617437,0,,-0.799547329,-0.356939661,,1.540626588,-1.012660459,-1.01215923,0.0263070662,-0.137401383,,,36,3
-0.381250418,0.9136473032,-0.919888856,-0.500613843,0.0584992647,0.4099131606,0.4099131606,,,-0.635589542,-0.029493746,-0.531231747,0.5427617437,0,,-0.799547329,-0.356939661,,1.540626588,-1.012660459,-1.01215923,0.0263070662,-0.137401383,,,37,3
0.5308550119,-0.154575181,-0.919888856,-0.500613843,0.0584992647,0.4099131606,0.4099131606,,,-0.635589542,-0.029493746,-0.531231747,0.5427617437,0,,-0.799547329,-0.356939661,,1.540626588,-1.012660459,-1.01215923,0.0263070662,-0.137401383,,,38,3
1.4429604415,-1.031323824,-0.919888856,-0.500613843,0.0584992647,0.4099131606,0.4099131606,,,-0.635589542,-0.029493746,-0.531231747,0.5427617437,0,,-0.799547329,-0.356939661,,1.540626588,-1.012660459,-1.01215923,0.0263070662,-0.137401383,,,39,3
-1.293355847,-0.235195746,0.1735639351,2.7620074078,-1.169985294,-1.011620552,-1.011620552,,,-0.635589542,-0.95854675,-0.491022375,-0.080126876,-1.169304378,,-1.645636509,-0.356939661,,-1.383431487,-0.956291351,-0.948740367,-2.137774475,-1.973944409,,,40,3
-0.381250418,0.329148208,0.1735639351,2.7620074078,-1.169985294,-1.011620552,-1.011620552,,,-0.635589542,-0.95854675,-0.491022375,-0.080126876,-1.169304378,,-1.645636509,-0.356939661,,-1.383431487,-0.956291351,-0.948740367,-2.137774475,-1.973944409,,,41,3
0.5308550119,-0.9708584,0.1735639351,2.7620074078,-1.169985294,-1.011620552,-1.011620552,,,-0.635589542,-0.95854675,-0.491022375,-0.080126876,-1.169304378,,-1.645636509,-0.356939661,,-1.383431487,-0.956291351,-0.948740367,-2.137774475,-1.973944409,,,42,3
1.4429604415,-1.021246253,0.1735639351,2.7620074078,-1.169985294,-1.011620552,-1.011620552,,,-0.635589542,-0.95854675,-0.491022375,-0.080126876,-1.169304378,,-1.645636509,-0.356939661,,-1.383431487,-0.956291351,-0.948740367,-2.137774475,-1.973944409,,,43,3
-1.293355847,-0.073954616,-2.013341647,0.5869265741,0.0584992647,-1.011620552,-1.011620552,,,-1.076825257,-0.029493746,-0.370394261,0.5427617437,-1.169304378,,0.4695864416,-1.031555622,,-0.047750638,-0.88292631,-0.884572448,0.6266651712,0.4199929989,,,44,3
-0.381250418,1.7903959459,-2.013341647,0.5869265741,0.0584992647,-1.011620552,-1.011620552,,,-1.076825257,-0.029493746,-0.370394261,0.5427617437,-1.169304378,,0.4695864416,-1.031555622,,-0.047750638,-0.88292631,-0.884572448,0.6266651712,0.4199929989,,,45,3
0.5308550119,-0.597988288,-2.013341647,0.5869265741,0.0584992647,-1.011620552,-1.011620552,,,-1.076825257,-0.029493746,-0.370394261,0.5427617437,-1.169304378,,0.4695864416,-1.031555622,,-0.047750638,-0.88292631,-0.884572448,0.6266651712,0.4199929989,,,46,3
1.4429604415,-0.991013541,-2.013341647,0.5869265741,0.0584992647,-1.011620552,-1.011620552,,,-1.076825257,-0.029493746,-0.370394261,0.5427617437,-1.169304378,,0.4695864416,-1.031555622,,-0.047750638,-0.88292631,-0.884572448,0.6266651712,0.4199929989,,,47,3
-1.293355847,-0.184807893,0.1735639351,-0.500613843,0.0584992647,-0.300853696,-0.300853696,,,-0.8562074,-0.95854675,-0.893116088,0.1145258176,0,,-0.77037184,0.3176762987,,-0.156049085,-0.830477816,-0.826996533,-0.755554652,-0.909178218,,,48,3
-0.381250418,0.9338024444,0.1735639351,-0.500613843,0.0584992647,-0.300853696,-0.300853696,,,-0.8562074,-0.95854675,-0.893116088,0.1145258176,0,,-0.77037184,0.3176762987,,-0.156049085,-0.830477816,-0.826996533,-0.755554652,-0.909178218,,,49,3
0.5308550119,-0.628221,0.1735639351,-0.500613843,0.0584992647,-0.300853696,-0.300853696,,,-0.8562074,-0.95854675,-0.893116088,0.1145258176,0,,-0.77037184,0.3176762987,,-0.156049085,-0.830477816,-0.826996533,-0.755554652,-0.909178218,,,50,3
-1.293355847,-0.14449761,1.2670167264,-0.500613843,1.2869838238,-0.300853696,-0.300853696,,,-0.194353827,-0.95854675,-0.692069232,0.2702479726,1.1693043775,,1.7824834454,0.3176762987,,1.0352338343,-0.753396583,-0.759844591,2.2043504238,1.6705573163,,,51,2
-0.381250418,2.6973773005,1.2670167264,-0.500613843,1.2869838238,-0.300853696,-0.300853696,,,-0.194353827,-0.95854675,-0.692069232,0.2702479726,1.1693043775,,1.7824834454,0.3176762987,,1.0352338343,-0.753396583,-0.759844591,2.2043504238,1.6705573163,,,52,2
0.5308550119,-0.29566117,1.2670167264,-0.500613843,1.2869838238,-0.300853696,-0.300853696,,,-0.194353827,-0.95854675,-0.692069232,0.2702479726,1.1693043775,,1.7824834454,0.3176762987,,1.0352338343,-0.753396583,-0.759844591,2.2043504238,1.6705573163,,,53,2
1.4429604415,-1.071634106,1.2670167264,-0.500613843,1.2869838238,-0.300853696,-0.300853696,,,-0.194353827,-0.95854675,-0.692069232,0.2702479726,1.1693043775,,1.7824834454,0.3176762987,,1.0352338343,-0.753396583,-0.759844591,2.2043504238,1.6705573163,,,54,2
-1.293355847,-0.46697987,0.1735639351,1.6744669909,1.2869838238,0.4099131606,0.4099131606,,,0.7984265321,2.7576652655,3.7309616103,-0.975529267,1.1693043775,,2.5118706697,-0.356939661,,-0.264347533,-0.68675074,-0.697402096,1.9514088502,2.7639078337,,,55,2
-0.381250418,3.2000801143,0.1735639351,1.6744669909,1.2869838238,0.4099131606,0.4099131606,,,0.7984265321,2.7576652655,3.7309616103,-0.975529267,1.1693043775,,2.5118706697,-0.356939661,,-0.264347533,-0.68675074,-0.697402096,1.9514088502,2.7639078337,,,56,2
0.5308550119,-0.658453711,0.1735639351,1.6744669909,1.2869838238,0.4099131606,0.4099131606,,,0.7984265321,2.7576652655,3.7309616103,-0.975529267,1.1693043775,,2.5118706697,-0.356939661,,-0.264347533,-0.68675074,-0.697402096,1.9514088502,2.7639078337,,,57,2
1.4429604415,0.0368986604,0.1735639351,1.6744669909,1.2869838238,0.4099131606,0.4099131606,,,0.7984265321,2.7576652655,3.7309616103,-0.975529267,1.1693043775,,2.5118706697,-0.356939661,,-0.264347533,-0.68675074,-0.697402096,1.9514088502,2.7639078337,,,58,2
-1.293355847,-0.436747158,0.1735639351,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.306438321,-0.966045348,-0.414971684,-0.95854675,-0.852906717,-0.858737651,-1.169304378,0.4934776179,0.2215947853,0.3176762987,0.2854253132,0.7825374574,-0.625814958,-0.625531555,0.2078106794,-0.080232728,-2.178676351,0.5177364555,59,3
-0.381250418,1.6190772456,0.1735639351,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.306438321,-0.966045348,-0.414971684,-0.95854675,-0.852906717,-0.858737651,-1.169304378,0.4934776179,0.2215947853,0.3176762987,0.2854253132,0.7825374574,-0.625814958,-0.625531555,0.2078106794,-0.080232728,-2.160115062,0.7395340348,60,3
0.5308550119,-0.366204164,0.1735639351,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.306438321,-0.966045348,-0.414971684,-0.95854675,-0.852906717,-0.858737651,-1.169304378,0.4934776179,0.2215947853,0.3176762987,0.2854253132,0.7825374574,-0.625814958,-0.625531555,0.2078106794,-0.080232728,-2.171617497,0.5690403765,61,3
1.4429604415,-1.111944389,0.1735639351,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.306438321,-0.966045348,-0.414971684,-0.95854675,-0.852906717,-0.858737651,-1.169304378,0.4934776179,0.2215947853,0.3176762987,0.2854253132,0.7825374574,-0.625814958,-0.625531555,0.2078106794,-0.080232728,-2.17389839,0.518875452,62,3
-1.293355847,-0.487135011,-0.919888856,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.948572894,-0.259306909,-0.304662756,-0.029493746,-0.289975519,-1.053390344,-0.584652189,-0.851490792,-0.916249285,0.3176762987,0.2854253132,1.2518307287,-0.55244534,-0.549596886,-0.769516468,-0.744818337,-2.235248027,-0.94785544,63,3
-0.381250418,0.8330267383,-0.919888856,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.948572894,-0.259306909,-0.304662756,-0.029493746,-0.289975519,-1.053390344,-0.584652189,-0.851490792,-0.916249285,0.3176762987,0.2854253132,1.2518307287,-0.55244534,-0.549596886,-0.769516468,-0.744818337,-2.222159685,-0.797472475,64,3
0.5308550119,-0.235195746,-0.919888856,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.948572894,-0.259306909,-0.304662756,-0.029493746,-0.289975519,-1.053390344,-0.584652189,-0.851490792,-0.916249285,0.3176762987,0.2854253132,1.2518307287,-0.55244534,-0.549596886,-0.769516468,-0.744818337,-2.226839678,-0.878942436,65,3
1.4429604415,-0.9708584,-0.919888856,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.948572894,-0.259306909,-0.304662756,-0.029493746,-0.289975519,-1.053390344,-0.584652189,-0.851490792,-0.916249285,0.3176762987,0.2854253132,1.2518307287,-0.55244534,-0.549596886,-0.769516468,-0.744818337,-2.2290456,-0.928129078,66,3
-1.293355847,-0.325893881,1.2670167264,-0.500613843,0.0584992647,-0.300853696,-0.300853696,0.5497411089,0.4474315296,1.4602801048,-0.029493746,1.8813305309,-0.430501725,-0.584652189,0.4934776179,1.3156756218,-1.031555622,0.9358206989,-0.047750638,-0.48979181,-0.495500042,1.0874051122,1.4847591891,0.2847910135,3.6288412202,67,2
-0.381250418,2.3748950411,1.2670167264,-0.500613843,0.0584992647,-0.300853696,-0.300853696,0.5497411089,0.4474315296,1.4602801048,-0.029493746,1.8813305309,-0.430501725,-0.584652189,0.4934776179,1.3156756218,-1.031555622,0.9358206989,-0.047750638,-0.48979181,-0.495500042,1.0874051122,1.4847591891,0.3081505028,3.9132488724,68,2
0.5308550119,-0.597988288,1.2670167264,-0.500613843,0.0584992647,-0.300853696,-0.300853696,0.5497411089,0.4474315296,1.4602801048,-0.029493746,1.8813305309,-0.430501725,-0.584652189,0.4934776179,1.3156756218,-1.031555622,0.9358206989,-0.047750638,-0.48979181,-0.495500042,1.0874051122,1.4847591891,0.2893008242,3.64688354,69,2
1.4429604415,-0.426669587,1.2670167264,-0.500613843,0.0584992647,-0.300853696,-0.300853696,0.5497411089,0.4474315296,1.4602801048,-0.029493746,1.8813305309,-0.430501725,-0.584652189,0.4934776179,1.3156756218,-1.031555622,0.9358206989,-0.047750638,-0.48979181,-0.495500042,1.0874051122,1.4847591891,0.2938423719,3.6857423128,70,2
-1.293355847,-0.446824729,0.1735639351,-1.588154259,0.0584992647,-1.722387409,-1.722387409,-0.948572894,1.1541699684,-1.297443115,-0.95854675,-0.692069232,-0.897668189,-0.584652189,0.4934776179,-1.178828685,-1.706171582,0.9358206989,-0.336546497,-0.430836929,-0.424853774,-1.585119243,-1.559471664,-3.961420704,-1.42898849,71,3
-0.381250418,0.6516304674,0.1735639351,-1.588154259,0.0584992647,-1.722387409,-1.722387409,-0.948572894,1.1541699684,-1.297443115,-0.95854675,-0.692069232,-0.897668189,-0.584652189,0.4934776179,-1.178828685,-1.706171582,0.9358206989,-0.336546497,-0.430836929,-0.424853774,-1.585119243,-1.559471664,-3.949981743,-1.300127738,72,3
0.5308550119,-0.68280784,0.1735639351,-1.588154259,0.0584992647,-1.722387409,-1.722387409,-0.948572894,1.1541699684,-1.297443115,-0.95854675,-0.692069232,-0.897668189,-0.584652189,0.4934776179,-1.178828685,-1.706171582,0.9358206989,-0.336546497,-0.430836929,-0.424853774,-1.585119243,-1.559471664,-3.956642244,-1.407440658,73,3
1.4429604415,-1.071634106,0.1735639351,-1.588154259,0.0584992647,-1.722387409,-1.722387409,-0.948572894,1.1541699684,-1.297443115,-0.95854675,-0.692069232,-0.897668189,-0.584652189,0.4934776179,-1.178828685,-1.706171582,0.9358206989,-0.336546497,-0.430836929,-0.424853774,-1.585119243,-1.559471664,-3.956267883,-1.422958082,74,3
-1.293355847,-0.063877046,-0.919888856,-0.500613843,-1.169985294,-0.300853696,-0.300853696,0.3356962514,-0.259306909,0.0262640307,-0.95854675,-0.692069232,0.5816922824,-0.584652189,0.4934776179,-0.259800783,-0.356939661,-0.03977238,0.4937415981,-0.367405378,-0.367114622,0.1519634138,-0.080232728,-1.677098179,-0.527379905,75,3
-0.381250418,1.2865174156,-0.919888856,-0.500613843,-1.169985294,-0.300853696,-0.300853696,0.3356962514,-0.259306909,0.0262640307,-0.95854675,-0.692069232,0.5816922824,-0.584652189,0.4934776179,-0.259800783,-0.356939661,-0.03977238,0.4937415981,-0.367405378,-0.367114622,0.1519634138,-0.080232728,-1.663784922,-0.374062092,76,3
0.5308550119,-0.446824729,-0.919888856,-0.500613843,-1.169985294,-0.300853696,-0.300853696,0.3356962514,-0.259306909,0.0262640307,-0.95854675,-0.692069232,0.5816922824,-0.584652189,0.4934776179,-0.259800783,-0.356939661,-0.03977238,0.4937415981,-0.367405378,-0.367114622,0.1519634138,-0.080232728,-1.673413059,-0.520098691,77,3
1.4429604415,-1.071634106,-0.919888856,-0.500613843,-1.169985294,-0.300853696,-0.300853696,0.3356962514,-0.259306909,0.0262640307,-0.95854675,-0.692069232,0.5816922824,-0.584652189,0.4934776179,-0.259800783,-0.356939661,-0.03977238,0.4937415981,-0.367405378,-0.367114622,0.1519634138,-0.080232728,-1.67479429,-0.558524227,78,3
-1.293355847,-0.184807893,1.2670167264,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.520483179,-0.259306909,-0.414971684,0.8995592577,1.5596555605,0.1145258176,-1.169304378,0.4934776179,1.5490795336,-1.706171582,1.5862160847,0.2771447036,-0.294240945,-0.301911601,1.6319159517,1.9921309979,-1.354441737,4.8207049904,79,2
-0.381250418,2.5361361708,1.2670167264,-0.500613843,0.0584992647,-1.011620552,-1.011620552,-0.520483179,-0.259306909,-0.414971684,0.8995592577,1.5596555605,0.1145258176,-1.169304378,0.4934776179,1.5490795336,-1.706171582,1.5862160847,0.2771447036,-0.294240945,-0.301911601,1.6319159517,1.9921309979,-1.330932304,5.1070692074,80,2
