activityLevel,elapsed_min,lowestRespirationValue,highestRespirationValue,avgWakingRespirationValue,avgSleepRespirationValue,averageRespirationValue_num,averageSpO2HRSleep_num,averageSpO2Value_num,avgSleepStress_num,awakeCount_num,awakeSleepSeconds_num,deepSleepSeconds_num,highestRespirationValue_num,highestSpO2Value_num,lightSleepSeconds_num,lowestRespirationValue_num,lowestSpO2Value_num,remSleepSeconds_num,sleepEndTimestampGMT_dt,sleepStartTimestampGMT_dt,sleepTimeSeconds_num,tot_sleep_hours,Prin1,Prin2,rownum,CLUSTER
-1.293355847,-0.608065858,1.2670167264,-0.500613843,1.2869838238,0.4099131606,0.4099131606,,,1.349971176,-0.029493746,-0.169347405,-1.520556809,-0.584652189,,0.2945335077,0.9922922588,,0.2049457388,-1.411353992,-1.410589505,-0.18312018,-0.208862201,,,16,1
-0.381250418,1.6694650987,1.2670167264,-0.500613843,1.2869838238,0.4099131606,0.4099131606,,,1.349971176,-0.029493746,-0.169347405,-1.520556809,-0.584652189,,0.2945335077,0.9922922588,,0.2049457388,-1.411353992,-1.410589505,-0.18312018,-0.208862201,,,17,1
0.5308550119,-0.527445294,1.2670167264,-0.500613843,1.2869838238,0.4099131606,0.4099131606,,,1.349971176,-0.029493746,-0.169347405,-1.520556809,-0.584652189,,0.2945335077,0.9922922588,,0.2049457388,-1.411353992,-1.410589505,-0.18312018,-0.208862201,,,18,1
1.4429604415,-0.940625688,1.2670167264,-0.500613843,1.2869838238,0.4099131606,0.4099131606,,,1.349971176,-0.029493746,-0.169347405,-1.520556809,-0.584652189,,0.2945335077,0.9922922588,,0.2049457388,-1.411353992,-1.410589505,-0.18312018,-0.208862201,,,19,1
-1.293355847,-0.477057441,0.1735639351,0.5869265741,0.0584992647,0.4099131606,0.4099131606,,,-0.194353827,-0.95854675,-0.852906717,-1.014459806,0.5846521888,,-0.916249285,1.6669082189,,0.4937415981,-1.349906394,-1.345524549,-1.048752796,-1.152145,,,20,1
-0.381250418,0.8330267383,0.1735639351,0.5869265741,0.0584992647,0.4099131606,0.4099131606,,,-0.194353827,-0.95854675,-0.852906717,-1.014459806,0.5846521888,,-0.916249285,1.6669082189,,0.4937415981,-1.349906394,-1.345524549,-1.048752796,-1.152145,,,21,1
0.5308550119,-0.446824729,0.1735639351,0.5869265741,0.0584992647,0.4099131606,0.4099131606,,,-0.194353827,-0.95854675,-0.852906717,-1.014459806,0.5846521888,,-0.916249285,1.6669082189,,0.4937415981,-1.349906394,-1.345524549,-1.048752796,-1.152145,,,22,1
1.4429604415,-1.111944389,0.1735639351,0.5869265741,0.0584992647,0.4099131606,0.4099131606,,,-0.194353827,-0.95854675,-0.852906717,-1.014459806,0.5846521888,,-0.916249285,1.6669082189,,0.4937415981,-1.349906394,-1.345524549,-1.048752796,-1.152145,,,23,1
-1.293355847,-0.043721904,1.2670167264,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.414971684,-0.029493746,0.2729556792,0.6595533599,1.1693043775,,-0.960012518,0.3176762987,,-0.950237698,-1.285403158,-1.282265872,-1.059456855,-0.823425237,,,24,1
-0.381250418,0.795067889,1.2670167264,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.414971684,-0.029493746,0.2729556792,0.6595533599,1.1693043775,,-0.960012518,0.3176762987,,-0.950237698,-1.285403158,-1.282265872,-1.059456855,-0.823425237,,,25,1
0.5308550119,-0.849927553,1.2670167264,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.414971684,-0.029493746,0.2729556792,0.6595533599,1.1693043775,,-0.960012518,0.3176762987,,-0.950237698,-1.285403158,-1.282265872,-1.059456855,-0.823425237,,,26,1
1.4429604415,-0.829772412,1.2670167264,0.5869265741,0.0584992647,-0.300853696,-0.300853696,,,-0.414971684,-0.029493746,0.2729556792,0.6595533599,1.1693043775,,-0.960012518,0.3176762987,,-0.950237698,-1.285403158,-1.282265872,-1.059456855,-0.823425237,,,27,1
-1.293355847,-0.194885464,-3.106794439,0.5869265741,-2.398469853,-1.011620552,-1.011620552,,,-0.966516328,2.7576652655,1.3183993328,0.0755952789,0,,0.9072187762,-2.380787542,,-0.083850121,-1.206349415,-1.210705022,0.8640160499,1.1274550984,,,28,2
-0.381250418,2.0927230641,-3.106794439,0.5869265741,-2.398469853,-1.011620552,-1.011620552,,,-0.966516328,2.7576652655,1.3183993328,0.0755952789,0,,0.9072187762,-2.380787542,,-0.083850121,-1.206349415,-1.210705022,0.8640160499,1.1274550984,,,29,2
0.5308550119,-0.608065858,-3.106794439,0.5869265741,-2.398469853,-1.011620552,-1.011620552,,,-0.966516328,2.7576652655,1.3183993328,0.0755952789,0,,0.9072187762,-2.380787542,,-0.083850121,-1.206349415,-1.210705022,0.8640160499,1.1274550984,,,30,2
1.4429604415,-0.567755576,-3.106794439,0.5869265741,-2.398469853,-1.011620552,-1.011620552,,,-0.966516328,2.7576652655,1.3183993328,0.0755952789,0,,0.9072187762,-2.380787542,,-0.083850121,-1.206349415,-1.210705022,0.8640160499,1.1274550984,,,31,2
