"hrvValue","readingTimeGMT","readingTimeLocal","calendarDate","colorFlag"
49,2025-09-10 03:54:09,2025-09-09 23:54:09,2025-09-10,"Significant"
40,2025-09-10 03:59:09,2025-09-09 23:59:09,2025-09-10,"Significant"
25,2025-09-10 04:04:09,2025-09-10 00:04:09,2025-09-10,"Significant"
33,2025-09-10 04:09:09,2025-09-10 00:09:09,2025-09-10,"Significant"
25,2025-09-10 04:14:09,2025-09-10 00:14:09,2025-09-10,"Significant"
28,2025-09-10 04:19:09,2025-09-10 00:19:09,2025-09-10,"Significant"
29,2025-09-10 04:24:09,2025-09-10 00:24:09,2025-09-10,"Significant"
17,2025-09-10 04:29:09,2025-09-10 00:29:09,2025-09-10,"Significant"
18,2025-09-10 04:34:09,2025-09-10 00:34:09,2025-09-10,"Significant"
17,2025-09-10 04:39:09,2025-09-10 00:39:09,2025-09-10,"Significant"
17,2025-09-10 04:44:09,2025-09-10 00:44:09,2025-09-10,"Significant"
21,2025-09-10 04:49:09,2025-09-10 00:49:09,2025-09-10,"Significant"
18,2025-09-10 04:54:09,2025-09-10 00:54:09,2025-09-10,"Significant"
18,2025-09-10 04:59:09,2025-09-10 00:59:09,2025-09-10,"Significant"
23,2025-09-10 05:04:09,2025-09-10 01:04:09,2025-09-10,"Significant"
22,2025-09-10 05:09:09,2025-09-10 01:09:09,2025-09-10,"Significant"
26,2025-09-10 05:14:09,2025-09-10 01:14:09,2025-09-10,"Significant"
24,2025-09-10 05:19:09,2025-09-10 01:19:09,2025-09-10,"Significant"
25,2025-09-10 05:24:09,2025-09-10 01:24:09,2025-09-10,"Significant"
19,2025-09-10 05:29:09,2025-09-10 01:29:09,2025-09-10,"Significant"
22,2025-09-10 05:34:09,2025-09-10 01:34:09,2025-09-10,"Significant"
22,2025-09-10 05:39:09,2025-09-10 01:39:09,2025-09-10,"Significant"
22,2025-09-10 05:44:09,2025-09-10 01:44:09,2025-09-10,"Significant"
24,2025-09-10 05:49:09,2025-09-10 01:49:09,2025-09-10,"Significant"
21,2025-09-10 05:54:09,2025-09-10 01:54:09,2025-09-10,"Significant"
23,2025-09-10 05:59:09,2025-09-10 01:59:09,2025-09-10,"Significant"
19,2025-09-10 06:04:09,2025-09-10 02:04:09,2025-09-10,"Significant"
24,2025-09-10 06:09:09,2025-09-10 02:09:09,2025-09-10,"Significant"
28,2025-09-10 06:14:09,2025-09-10 02:14:09,2025-09-10,"Significant"
32,2025-09-10 06:19:09,2025-09-10 02:19:09,2025-09-10,"Significant"
36,2025-09-10 06:24:09,2025-09-10 02:24:09,2025-09-10,"Significant"
31,2025-09-10 06:29:09,2025-09-10 02:29:09,2025-09-10,"Significant"
35,2025-09-10 06:34:09,2025-09-10 02:34:09,2025-09-10,"Significant"
33,2025-09-10 06:39:09,2025-09-10 02:39:09,2025-09-10,"Significant"
29,2025-09-10 06:44:09,2025-09-10 02:44:09,2025-09-10,"Significant"
33,2025-09-10 06:49:09,2025-09-10 02:49:09,2025-09-10,"Significant"
25,2025-09-10 06:54:09,2025-09-10 02:54:09,2025-09-10,"Significant"
33,2025-09-10 06:59:09,2025-09-10 02:59:09,2025-09-10,"Significant"
24,2025-09-10 07:04:09,2025-09-10 03:04:09,2025-09-10,"Significant"
29,2025-09-10 07:09:09,2025-09-10 03:09:09,2025-09-10,"Significant"
24,2025-09-10 07:14:09,2025-09-10 03:14:09,2025-09-10,"Significant"
34,2025-09-10 07:19:09,2025-09-10 03:19:09,2025-09-10,"Significant"
31,2025-09-10 07:24:09,2025-09-10 03:24:09,2025-09-10,"Significant"
24,2025-09-10 07:29:09,2025-09-10 03:29:09,2025-09-10,"Significant"
23,2025-09-10 07:34:09,2025-09-10 03:34:09,2025-09-10,"Significant"
20,2025-09-10 07:39:09,2025-09-10 03:39:09,2025-09-10,"Significant"
24,2025-09-10 07:44:09,2025-09-10 03:44:09,2025-09-10,"Significant"
27,2025-09-10 07:49:09,2025-09-10 03:49:09,2025-09-10,"Significant"
24,2025-09-10 07:54:09,2025-09-10 03:54:09,2025-09-10,"Significant"
24,2025-09-10 07:59:09,2025-09-10 03:59:09,2025-09-10,"Significant"
33,2025-09-10 08:04:09,2025-09-10 04:04:09,2025-09-10,"Significant"
37,2025-09-10 08:09:09,2025-09-10 04:09:09,2025-09-10,"Significant"
26,2025-09-10 08:14:09,2025-09-10 04:14:09,2025-09-10,"Significant"
24,2025-09-10 08:19:09,2025-09-10 04:19:09,2025-09-10,"Significant"
23,2025-09-10 08:24:09,2025-09-10 04:24:09,2025-09-10,"Significant"
23,2025-09-10 08:29:09,2025-09-10 04:29:09,2025-09-10,"Significant"
24,2025-09-10 08:34:09,2025-09-10 04:34:09,2025-09-10,"Significant"
23,2025-09-10 08:39:09,2025-09-10 04:39:09,2025-09-10,"Significant"
34,2025-09-10 08:44:09,2025-09-10 04:44:09,2025-09-10,"Significant"
35,2025-09-10 08:49:09,2025-09-10 04:49:09,2025-09-10,"Significant"
33,2025-09-10 08:54:09,2025-09-10 04:54:09,2025-09-10,"Significant"
34,2025-09-10 08:59:09,2025-09-10 04:59:09,2025-09-10,"Significant"
38,2025-09-10 09:04:09,2025-09-10 05:04:09,2025-09-10,"Significant"
31,2025-09-10 09:09:09,2025-09-10 05:09:09,2025-09-10,"Significant"
28,2025-09-10 09:14:09,2025-09-10 05:14:09,2025-09-10,"Significant"
24,2025-09-10 09:19:09,2025-09-10 05:19:09,2025-09-10,"Significant"
22,2025-09-10 09:24:09,2025-09-10 05:24:09,2025-09-10,"Significant"
30,2025-09-10 09:29:09,2025-09-10 05:29:09,2025-09-10,"Significant"
37,2025-09-10 09:34:09,2025-09-10 05:34:09,2025-09-10,"Significant"
38,2025-09-10 09:39:09,2025-09-10 05:39:09,2025-09-10,"Significant"
36,2025-09-10 09:44:09,2025-09-10 05:44:09,2025-09-10,"Significant"
43,2025-09-10 09:49:09,2025-09-10 05:49:09,2025-09-10,"Significant"
43,2025-09-10 09:54:09,2025-09-10 05:54:09,2025-09-10,"Significant"
47,2025-09-10 09:59:09,2025-09-10 05:59:09,2025-09-10,"Significant"
48,2025-09-10 10:04:09,2025-09-10 06:04:09,2025-09-10,"Significant"
47,2025-09-10 10:09:09,2025-09-10 06:09:09,2025-09-10,"Significant"
40,2025-09-10 10:14:09,2025-09-10 06:14:09,2025-09-10,"Significant"
43,2025-09-10 10:19:09,2025-09-10 06:19:09,2025-09-10,"Significant"
49,2025-09-10 10:24:09,2025-09-10 06:24:09,2025-09-10,"Significant"
43,2025-09-10 10:29:09,2025-09-10 06:29:09,2025-09-10,"Significant"
34,2025-09-11 01:29:09,2025-09-10 21:29:09,2025-09-11,"Significant"
38,2025-09-11 01:34:09,2025-09-10 21:34:09,2025-09-11,"Significant"
33,2025-09-11 01:39:09,2025-09-10 21:39:09,2025-09-11,"Significant"
38,2025-09-11 01:44:09,2025-09-10 21:44:09,2025-09-11,"Significant"
43,2025-09-11 01:49:09,2025-09-10 21:49:09,2025-09-11,"Significant"
38,2025-09-11 01:54:09,2025-09-10 21:54:09,2025-09-11,"Significant"
36,2025-09-11 01:59:09,2025-09-10 21:59:09,2025-09-11,"Significant"
43,2025-09-11 02:04:09,2025-09-10 22:04:09,2025-09-11,"Significant"
27,2025-09-11 02:09:09,2025-09-10 22:09:09,2025-09-11,"Significant"
29,2025-09-11 02:14:09,2025-09-10 22:14:09,2025-09-11,"Significant"
33,2025-09-11 02:19:09,2025-09-10 22:19:09,2025-09-11,"Significant"
29,2025-09-11 02:24:09,2025-09-10 22:24:09,2025-09-11,"Significant"
49,2025-09-11 02:29:09,2025-09-10 22:29:09,2025-09-11,"Significant"
37,2025-09-11 02:34:09,2025-09-10 22:34:09,2025-09-11,"Significant"
40,2025-09-11 02:39:09,2025-09-10 22:39:09,2025-09-11,"Significant"
43,2025-09-11 02:44:09,2025-09-10 22:44:09,2025-09-11,"Significant"
37,2025-09-11 02:49:09,2025-09-10 22:49:09,2025-09-11,"Significant"
35,2025-09-11 02:54:09,2025-09-10 22:54:09,2025-09-11,"Significant"
32,2025-09-11 02:59:09,2025-09-10 22:59:09,2025-09-11,"Significant"
34,2025-09-11 03:04:09,2025-09-10 23:04:09,2025-09-11,"Significant"
30,2025-09-11 03:09:09,2025-09-10 23:09:09,2025-09-11,"Significant"
33,2025-09-11 03:14:09,2025-09-10 23:14:09,2025-09-11,"Significant"
43,2025-09-11 03:19:09,2025-09-10 23:19:09,2025-09-11,"Significant"
36,2025-09-11 03:24:09,2025-09-10 23:24:09,2025-09-11,"Significant"
33,2025-09-11 03:29:09,2025-09-10 23:29:09,2025-09-11,"Significant"
34,2025-09-11 03:34:09,2025-09-10 23:34:09,2025-09-11,"Significant"
35,2025-09-11 03:39:09,2025-09-10 23:39:09,2025-09-11,"Significant"
31,2025-09-11 03:44:09,2025-09-10 23:44:09,2025-09-11,"Significant"
32,2025-09-11 03:49:09,2025-09-10 23:49:09,2025-09-11,"Significant"
29,2025-09-11 03:54:09,2025-09-10 23:54:09,2025-09-11,"Significant"
35,2025-09-11 03:59:09,2025-09-10 23:59:09,2025-09-11,"Significant"
36,2025-09-11 04:04:09,2025-09-11 00:04:09,2025-09-11,"Significant"
31,2025-09-11 04:09:09,2025-09-11 00:09:09,2025-09-11,"Significant"
30,2025-09-11 04:14:09,2025-09-11 00:14:09,2025-09-11,"Significant"
30,2025-09-11 04:19:09,2025-09-11 00:19:09,2025-09-11,"Significant"
32,2025-09-11 04:24:09,2025-09-11 00:24:09,2025-09-11,"Significant"
36,2025-09-11 04:29:09,2025-09-11 00:29:09,2025-09-11,"Significant"
35,2025-09-11 04:34:09,2025-09-11 00:34:09,2025-09-11,"Significant"
30,2025-09-11 04:39:09,2025-09-11 00:39:09,2025-09-11,"Significant"
26,2025-09-11 04:44:09,2025-09-11 00:44:09,2025-09-11,"Significant"
23,2025-09-11 04:49:09,2025-09-11 00:49:09,2025-09-11,"Significant"
25,2025-09-11 04:54:09,2025-09-11 00:54:09,2025-09-11,"Significant"
25,2025-09-11 04:59:09,2025-09-11 00:59:09,2025-09-11,"Significant"
24,2025-09-11 05:04:09,2025-09-11 01:04:09,2025-09-11,"Significant"
28,2025-09-11 05:09:09,2025-09-11 01:09:09,2025-09-11,"Significant"
28,2025-09-11 05:14:09,2025-09-11 01:14:09,2025-09-11,"Significant"
27,2025-09-11 05:19:09,2025-09-11 01:19:09,2025-09-11,"Significant"
26,2025-09-11 05:24:09,2025-09-11 01:24:09,2025-09-11,"Significant"
28,2025-09-11 05:29:09,2025-09-11 01:29:09,2025-09-11,"Significant"
34,2025-09-11 05:34:09,2025-09-11 01:34:09,2025-09-11,"Significant"
33,2025-09-11 05:39:09,2025-09-11 01:39:09,2025-09-11,"Significant"
27,2025-09-11 05:44:09,2025-09-11 01:44:09,2025-09-11,"Significant"
24,2025-09-11 05:49:09,2025-09-11 01:49:09,2025-09-11,"Significant"
33,2025-09-11 05:54:09,2025-09-11 01:54:09,2025-09-11,"Significant"
33,2025-09-11 05:59:09,2025-09-11 01:59:09,2025-09-11,"Significant"
33,2025-09-11 06:04:09,2025-09-11 02:04:09,2025-09-11,"Significant"
37,2025-09-11 06:09:09,2025-09-11 02:09:09,2025-09-11,"Significant"
30,2025-09-11 06:14:09,2025-09-11 02:14:09,2025-09-11,"Significant"
35,2025-09-11 06:19:09,2025-09-11 02:19:09,2025-09-11,"Significant"
29,2025-09-11 06:24:09,2025-09-11 02:24:09,2025-09-11,"Significant"
28,2025-09-11 06:29:09,2025-09-11 02:29:09,2025-09-11,"Significant"
22,2025-09-11 06:34:09,2025-09-11 02:34:09,2025-09-11,"Significant"
22,2025-09-11 06:39:09,2025-09-11 02:39:09,2025-09-11,"Significant"
28,2025-09-11 06:44:09,2025-09-11 02:44:09,2025-09-11,"Significant"
22,2025-09-11 06:49:09,2025-09-11 02:49:09,2025-09-11,"Significant"
25,2025-09-11 06:54:09,2025-09-11 02:54:09,2025-09-11,"Significant"
20,2025-09-11 06:59:09,2025-09-11 02:59:09,2025-09-11,"Significant"
26,2025-09-11 07:04:09,2025-09-11 03:04:09,2025-09-11,"Significant"
28,2025-09-11 07:09:09,2025-09-11 03:09:09,2025-09-11,"Significant"
24,2025-09-11 07:14:09,2025-09-11 03:14:09,2025-09-11,"Significant"
34,2025-09-11 07:19:09,2025-09-11 03:19:09,2025-09-11,"Significant"
22,2025-09-11 07:24:09,2025-09-11 03:24:09,2025-09-11,"Significant"
26,2025-09-11 07:29:09,2025-09-11 03:29:09,2025-09-11,"Significant"
17,2025-09-11 07:34:09,2025-09-11 03:34:09,2025-09-11,"Significant"
30,2025-09-11 07:39:09,2025-09-11 03:39:09,2025-09-11,"Significant"
23,2025-09-12 02:24:09,2025-09-11 22:24:09,2025-09-12,"Significant"
26,2025-09-12 02:29:09,2025-09-11 22:29:09,2025-09-12,"Significant"
26,2025-09-12 02:34:09,2025-09-11 22:34:09,2025-09-12,"Significant"
21,2025-09-12 02:39:09,2025-09-11 22:39:09,2025-09-12,"Significant"
21,2025-09-12 02:44:09,2025-09-11 22:44:09,2025-09-12,"Significant"
29,2025-09-12 02:49:09,2025-09-11 22:49:09,2025-09-12,"Significant"
26,2025-09-12 02:54:09,2025-09-11 22:54:09,2025-09-12,"Significant"
26,2025-09-12 02:59:09,2025-09-11 22:59:09,2025-09-12,"Significant"
31,2025-09-12 03:04:09,2025-09-11 23:04:09,2025-09-12,"Significant"
33,2025-09-12 03:09:09,2025-09-11 23:09:09,2025-09-12,"Significant"
28,2025-09-12 03:14:09,2025-09-11 23:14:09,2025-09-12,"Significant"
28,2025-09-12 03:19:09,2025-09-11 23:19:09,2025-09-12,"Significant"
23,2025-09-12 03:24:09,2025-09-11 23:24:09,2025-09-12,"Significant"
22,2025-09-12 03:29:09,2025-09-11 23:29:09,2025-09-12,"Significant"
32,2025-09-12 03:34:09,2025-09-11 23:34:09,2025-09-12,"Significant"
24,2025-09-12 03:39:09,2025-09-11 23:39:09,2025-09-12,"Significant"
22,2025-09-12 03:44:09,2025-09-11 23:44:09,2025-09-12,"Significant"
25,2025-09-12 03:49:09,2025-09-11 23:49:09,2025-09-12,"Significant"
23,2025-09-12 03:54:09,2025-09-11 23:54:09,2025-09-12,"Significant"
28,2025-09-12 03:59:09,2025-09-11 23:59:09,2025-09-12,"Significant"
39,2025-09-12 04:04:09,2025-09-12 00:04:09,2025-09-12,"Significant"
35,2025-09-12 04:09:09,2025-09-12 00:09:09,2025-09-12,"Significant"
31,2025-09-12 04:14:09,2025-09-12 00:14:09,2025-09-12,"Significant"
26,2025-09-12 04:19:09,2025-09-12 00:19:09,2025-09-12,"Significant"
26,2025-09-12 04:24:09,2025-09-12 00:24:09,2025-09-12,"Significant"
31,2025-09-12 04:29:09,2025-09-12 00:29:09,2025-09-12,"Significant"
32,2025-09-12 04:34:09,2025-09-12 00:34:09,2025-09-12,"Significant"
29,2025-09-12 04:39:09,2025-09-12 00:39:09,2025-09-12,"Significant"
29,2025-09-12 04:44:09,2025-09-12 00:44:09,2025-09-12,"Significant"
34,2025-09-12 04:49:09,2025-09-12 00:49:09,2025-09-12,"Significant"
30,2025-09-12 04:54:09,2025-09-12 00:54:09,2025-09-12,"Significant"
33,2025-09-12 04:59:09,2025-09-12 00:59:09,2025-09-12,"Significant"
30,2025-09-12 05:04:09,2025-09-12 01:04:09,2025-09-12,"Significant"
20,2025-09-12 05:09:09,2025-09-12 01:09:09,2025-09-12,"Significant"
19,2025-09-12 05:14:09,2025-09-12 01:14:09,2025-09-12,"Significant"
21,2025-09-12 05:19:09,2025-09-12 01:19:09,2025-09-12,"Significant"
23,2025-09-12 05:24:09,2025-09-12 01:24:09,2025-09-12,"Significant"
24,2025-09-12 05:29:09,2025-09-12 01:29:09,2025-09-12,"Significant"
21,2025-09-12 05:34:09,2025-09-12 01:34:09,2025-09-12,"Significant"
20,2025-09-12 05:39:09,2025-09-12 01:39:09,2025-09-12,"Significant"
24,2025-09-12 05:44:09,2025-09-12 01:44:09,2025-09-12,"Significant"
28,2025-09-12 05:49:09,2025-09-12 01:49:09,2025-09-12,"Significant"
41,2025-09-12 05:54:09,2025-09-12 01:54:09,2025-09-12,"Significant"
33,2025-09-12 05:59:09,2025-09-12 01:59:09,2025-09-12,"Significant"
30,2025-09-12 06:04:09,2025-09-12 02:04:09,2025-09-12,"Significant"
24,2025-09-12 06:09:09,2025-09-12 02:09:09,2025-09-12,"Significant"
29,2025-09-12 06:14:09,2025-09-12 02:14:09,2025-09-12,"Significant"
29,2025-09-12 06:19:09,2025-09-12 02:19:09,2025-09-12,"Significant"
21,2025-09-12 06:24:09,2025-09-12 02:24:09,2025-09-12,"Significant"
19,2025-09-12 06:29:09,2025-09-12 02:29:09,2025-09-12,"Significant"
21,2025-09-12 06:34:09,2025-09-12 02:34:09,2025-09-12,"Significant"
21,2025-09-12 06:39:09,2025-09-12 02:39:09,2025-09-12,"Significant"
24,2025-09-12 06:44:09,2025-09-12 02:44:09,2025-09-12,"Significant"
19,2025-09-12 06:49:09,2025-09-12 02:49:09,2025-09-12,"Significant"
21,2025-09-12 06:54:09,2025-09-12 02:54:09,2025-09-12,"Significant"
29,2025-09-12 06:59:09,2025-09-12 02:59:09,2025-09-12,"Significant"
27,2025-09-12 07:04:09,2025-09-12 03:04:09,2025-09-12,"Significant"
38,2025-09-12 07:09:09,2025-09-12 03:09:09,2025-09-12,"Significant"
34,2025-09-12 07:14:09,2025-09-12 03:14:09,2025-09-12,"Significant"
30,2025-09-12 07:19:09,2025-09-12 03:19:09,2025-09-12,"Significant"
26,2025-09-12 07:24:09,2025-09-12 03:24:09,2025-09-12,"Significant"
27,2025-09-12 07:29:09,2025-09-12 03:29:09,2025-09-12,"Significant"
41,2025-09-12 07:34:09,2025-09-12 03:34:09,2025-09-12,"Significant"
32,2025-09-12 07:39:09,2025-09-12 03:39:09,2025-09-12,"Significant"
34,2025-09-12 07:44:09,2025-09-12 03:44:09,2025-09-12,"Significant"
33,2025-09-12 07:49:09,2025-09-12 03:49:09,2025-09-12,"Significant"
31,2025-09-12 07:54:09,2025-09-12 03:54:09,2025-09-12,"Significant"
29,2025-09-12 07:59:09,2025-09-12 03:59:09,2025-09-12,"Significant"
27,2025-09-12 08:04:09,2025-09-12 04:04:09,2025-09-12,"Significant"
27,2025-09-12 08:09:09,2025-09-12 04:09:09,2025-09-12,"Significant"
25,2025-09-12 08:14:09,2025-09-12 04:14:09,2025-09-12,"Significant"
30,2025-09-12 08:19:09,2025-09-12 04:19:09,2025-09-12,"Significant"
32,2025-09-12 08:24:09,2025-09-12 04:24:09,2025-09-12,"Significant"
36,2025-09-12 08:29:09,2025-09-12 04:29:09,2025-09-12,"Significant"
32,2025-09-12 08:34:09,2025-09-12 04:34:09,2025-09-12,"Significant"
28,2025-09-12 08:39:09,2025-09-12 04:39:09,2025-09-12,"Significant"
27,2025-09-12 08:44:09,2025-09-12 04:44:09,2025-09-12,"Significant"
28,2025-09-12 08:49:09,2025-09-12 04:49:09,2025-09-12,"Significant"
27,2025-09-12 08:54:09,2025-09-12 04:54:09,2025-09-12,"Significant"
29,2025-09-12 08:59:09,2025-09-12 04:59:09,2025-09-12,"Significant"
34,2025-09-12 09:04:09,2025-09-12 05:04:09,2025-09-12,"Significant"
33,2025-09-12 09:09:09,2025-09-12 05:09:09,2025-09-12,"Significant"
36,2025-09-12 09:14:09,2025-09-12 05:14:09,2025-09-12,"Significant"
38,2025-09-12 09:19:09,2025-09-12 05:19:09,2025-09-12,"Significant"
28,2025-09-12 09:24:09,2025-09-12 05:24:09,2025-09-12,"Significant"
25,2025-09-12 09:29:09,2025-09-12 05:29:09,2025-09-12,"Significant"
28,2025-09-12 09:34:09,2025-09-12 05:34:09,2025-09-12,"Significant"
32,2025-09-12 09:39:09,2025-09-12 05:39:09,2025-09-12,"Significant"
27,2025-09-12 09:44:09,2025-09-12 05:44:09,2025-09-12,"Significant"
26,2025-09-12 09:49:09,2025-09-12 05:49:09,2025-09-12,"Significant"
24,2025-09-12 09:54:09,2025-09-12 05:54:09,2025-09-12,"Significant"
26,2025-09-12 09:59:09,2025-09-12 05:59:09,2025-09-12,"Significant"
31,2025-09-12 10:04:09,2025-09-12 06:04:09,2025-09-12,"Significant"
36,2025-09-12 10:09:09,2025-09-12 06:09:09,2025-09-12,"Significant"
33,2025-09-12 10:14:09,2025-09-12 06:14:09,2025-09-12,"Significant"
32,2025-09-12 10:19:09,2025-09-12 06:19:09,2025-09-12,"Significant"
31,2025-09-12 10:24:09,2025-09-12 06:24:09,2025-09-12,"Significant"
31,2025-09-12 10:29:09,2025-09-12 06:29:09,2025-09-12,"Significant"
34,2025-09-12 10:34:09,2025-09-12 06:34:09,2025-09-12,"Significant"
13,2025-09-13 03:29:48,2025-09-12 23:29:48,2025-09-13,"Significant"
16,2025-09-13 03:34:48,2025-09-12 23:34:48,2025-09-13,"Significant"
18,2025-09-13 03:39:48,2025-09-12 23:39:48,2025-09-13,"Significant"
16,2025-09-13 03:44:48,2025-09-12 23:44:48,2025-09-13,"Significant"
16,2025-09-13 03:49:48,2025-09-12 23:49:48,2025-09-13,"Significant"
19,2025-09-13 03:54:48,2025-09-12 23:54:48,2025-09-13,"Significant"
17,2025-09-13 03:59:48,2025-09-12 23:59:48,2025-09-13,"Significant"
19,2025-09-13 04:04:48,2025-09-13 00:04:48,2025-09-13,"Significant"
15,2025-09-13 04:09:48,2025-09-13 00:09:48,2025-09-13,"Significant"
26,2025-09-13 04:14:48,2025-09-13 00:14:48,2025-09-13,"Significant"
27,2025-09-13 04:19:48,2025-09-13 00:19:48,2025-09-13,"Significant"
29,2025-09-13 04:24:48,2025-09-13 00:24:48,2025-09-13,"Significant"
30,2025-09-13 04:29:48,2025-09-13 00:29:48,2025-09-13,"Significant"
41,2025-09-13 04:34:48,2025-09-13 00:34:48,2025-09-13,"Significant"
29,2025-09-13 04:39:48,2025-09-13 00:39:48,2025-09-13,"Significant"
32,2025-09-13 04:44:48,2025-09-13 00:44:48,2025-09-13,"Significant"
24,2025-09-13 04:49:48,2025-09-13 00:49:48,2025-09-13,"Significant"
21,2025-09-13 04:54:48,2025-09-13 00:54:48,2025-09-13,"Significant"
19,2025-09-13 04:59:48,2025-09-13 00:59:48,2025-09-13,"Significant"
14,2025-09-13 05:04:48,2025-09-13 01:04:48,2025-09-13,"Significant"
12,2025-09-13 05:09:48,2025-09-13 01:09:48,2025-09-13,"Significant"
13,2025-09-13 05:14:48,2025-09-13 01:14:48,2025-09-13,"Significant"
13,2025-09-13 05:19:48,2025-09-13 01:19:48,2025-09-13,"Significant"
13,2025-09-13 05:24:48,2025-09-13 01:24:48,2025-09-13,"Significant"
13,2025-09-13 05:29:48,2025-09-13 01:29:48,2025-09-13,"Significant"
13,2025-09-13 05:34:48,2025-09-13 01:34:48,2025-09-13,"Significant"
12,2025-09-13 05:39:48,2025-09-13 01:39:48,2025-09-13,"Significant"
21,2025-09-13 05:44:48,2025-09-13 01:44:48,2025-09-13,"Significant"
15,2025-09-13 05:49:48,2025-09-13 01:49:48,2025-09-13,"Significant"
26,2025-09-13 05:54:48,2025-09-13 01:54:48,2025-09-13,"Significant"
18,2025-09-13 05:59:48,2025-09-13 01:59:48,2025-09-13,"Significant"
20,2025-09-13 06:04:48,2025-09-13 02:04:48,2025-09-13,"Significant"
18,2025-09-13 06:09:48,2025-09-13 02:09:48,2025-09-13,"Significant"
18,2025-09-13 06:14:48,2025-09-13 02:14:48,2025-09-13,"Significant"
20,2025-09-13 06:19:48,2025-09-13 02:19:48,2025-09-13,"Significant"
19,2025-09-13 06:24:48,2025-09-13 02:24:48,2025-09-13,"Significant"
15,2025-09-13 06:29:48,2025-09-13 02:29:48,2025-09-13,"Significant"
24,2025-09-13 06:34:48,2025-09-13 02:34:48,2025-09-13,"Significant"
29,2025-09-13 06:39:48,2025-09-13 02:39:48,2025-09-13,"Significant"
17,2025-09-13 06:44:48,2025-09-13 02:44:48,2025-09-13,"Significant"
15,2025-09-13 06:49:48,2025-09-13 02:49:48,2025-09-13,"Significant"
22,2025-09-13 06:54:48,2025-09-13 02:54:48,2025-09-13,"Significant"
22,2025-09-13 06:59:48,2025-09-13 02:59:48,2025-09-13,"Significant"
22,2025-09-13 07:04:48,2025-09-13 03:04:48,2025-09-13,"Significant"
14,2025-09-13 07:09:48,2025-09-13 03:09:48,2025-09-13,"Significant"
15,2025-09-13 07:14:48,2025-09-13 03:14:48,2025-09-13,"Significant"
16,2025-09-13 07:19:48,2025-09-13 03:19:48,2025-09-13,"Significant"
15,2025-09-13 07:24:48,2025-09-13 03:24:48,2025-09-13,"Significant"
17,2025-09-13 07:29:48,2025-09-13 03:29:48,2025-09-13,"Significant"
25,2025-09-13 07:34:48,2025-09-13 03:34:48,2025-09-13,"Significant"
32,2025-09-13 07:39:48,2025-09-13 03:39:48,2025-09-13,"Significant"
28,2025-09-13 07:44:48,2025-09-13 03:44:48,2025-09-13,"Significant"
26,2025-09-13 07:49:48,2025-09-13 03:49:48,2025-09-13,"Significant"
30,2025-09-13 07:54:48,2025-09-13 03:54:48,2025-09-13,"Significant"
29,2025-09-13 07:59:48,2025-09-13 03:59:48,2025-09-13,"Significant"
26,2025-09-13 08:04:48,2025-09-13 04:04:48,2025-09-13,"Significant"
28,2025-09-13 08:09:48,2025-09-13 04:09:48,2025-09-13,"Significant"
28,2025-09-13 08:14:48,2025-09-13 04:14:48,2025-09-13,"Significant"
28,2025-09-13 08:19:48,2025-09-13 04:19:48,2025-09-13,"Significant"
28,2025-09-13 08:24:48,2025-09-13 04:24:48,2025-09-13,"Significant"
28,2025-09-13 08:29:48,2025-09-13 04:29:48,2025-09-13,"Significant"
33,2025-09-13 08:34:48,2025-09-13 04:34:48,2025-09-13,"Significant"
21,2025-09-13 08:39:48,2025-09-13 04:39:48,2025-09-13,"Significant"
21,2025-09-13 08:44:48,2025-09-13 04:44:48,2025-09-13,"Significant"
21,2025-09-13 08:49:48,2025-09-13 04:49:48,2025-09-13,"Significant"
19,2025-09-13 08:54:48,2025-09-13 04:54:48,2025-09-13,"Significant"
25,2025-09-13 08:59:48,2025-09-13 04:59:48,2025-09-13,"Significant"
20,2025-09-13 09:04:48,2025-09-13 05:04:48,2025-09-13,"Significant"
21,2025-09-13 09:09:48,2025-09-13 05:09:48,2025-09-13,"Significant"
22,2025-09-13 09:14:48,2025-09-13 05:14:48,2025-09-13,"Significant"
27,2025-09-13 09:19:48,2025-09-13 05:19:48,2025-09-13,"Significant"
33,2025-09-13 09:24:48,2025-09-13 05:24:48,2025-09-13,"Significant"
34,2025-09-13 09:29:48,2025-09-13 05:29:48,2025-09-13,"Significant"
36,2025-09-13 09:34:48,2025-09-13 05:34:48,2025-09-13,"Significant"
43,2025-09-13 09:39:48,2025-09-13 05:39:48,2025-09-13,"Significant"
27,2025-09-13 09:44:48,2025-09-13 05:44:48,2025-09-13,"Significant"
27,2025-09-13 09:49:48,2025-09-13 05:49:48,2025-09-13,"Significant"
28,2025-09-13 09:54:48,2025-09-13 05:54:48,2025-09-13,"Significant"
26,2025-09-13 09:59:48,2025-09-13 05:59:48,2025-09-13,"Significant"
16,2025-09-14 02:39:48,2025-09-13 22:39:48,2025-09-14,"Significant"
20,2025-09-14 02:44:48,2025-09-13 22:44:48,2025-09-14,"Significant"
19,2025-09-14 02:49:48,2025-09-13 22:49:48,2025-09-14,"Significant"
16,2025-09-14 02:54:48,2025-09-13 22:54:48,2025-09-14,"Significant"
14,2025-09-14 02:59:48,2025-09-13 22:59:48,2025-09-14,"Significant"
11,2025-09-14 03:04:48,2025-09-13 23:04:48,2025-09-14,"Significant"
12,2025-09-14 03:09:48,2025-09-13 23:09:48,2025-09-14,"Significant"
