"hrvValue","readingTimeGMT","readingTimeLocal","calendarDate","colorFlag"
39,2025-09-21 10:03:37,2025-09-21 06:03:37,2025-09-21,"Significant"
31,2025-09-21 10:08:37,2025-09-21 06:08:37,2025-09-21,"Significant"
32,2025-09-21 10:13:37,2025-09-21 06:13:37,2025-09-21,"Significant"
42,2025-09-21 10:18:37,2025-09-21 06:18:37,2025-09-21,"Significant"
40,2025-09-21 10:23:37,2025-09-21 06:23:37,2025-09-21,"Significant"
37,2025-09-21 10:28:37,2025-09-21 06:28:37,2025-09-21,"Significant"
36,2025-09-21 10:33:37,2025-09-21 06:33:37,2025-09-21,"Significant"
33,2025-09-21 10:38:37,2025-09-21 06:38:37,2025-09-21,"Significant"
29,2025-09-21 10:43:37,2025-09-21 06:43:37,2025-09-21,"Significant"
33,2025-09-21 10:48:37,2025-09-21 06:48:37,2025-09-21,"Significant"
33,2025-09-21 10:53:37,2025-09-21 06:53:37,2025-09-21,"Significant"
31,2025-09-21 10:58:37,2025-09-21 06:58:37,2025-09-21,"Significant"
40,2025-09-21 11:03:37,2025-09-21 07:03:37,2025-09-21,"Significant"
32,2025-09-21 11:08:37,2025-09-21 07:08:37,2025-09-21,"Significant"
28,2025-09-21 11:13:37,2025-09-21 07:13:37,2025-09-21,"Significant"
33,2025-09-21 11:18:37,2025-09-21 07:18:37,2025-09-21,"Significant"
32,2025-09-21 11:23:37,2025-09-21 07:23:37,2025-09-21,"Significant"
22,2025-09-21 11:28:37,2025-09-21 07:28:37,2025-09-21,"Significant"
15,2025-09-21 11:33:37,2025-09-21 07:33:37,2025-09-21,"Significant"
30,2025-09-21 11:38:37,2025-09-21 07:38:37,2025-09-21,"Significant"
27,2025-09-21 11:43:37,2025-09-21 07:43:37,2025-09-21,"Significant"
24,2025-09-21 11:48:37,2025-09-21 07:48:37,2025-09-21,"Significant"
22,2025-09-21 11:53:37,2025-09-21 07:53:37,2025-09-21,"Significant"
27,2025-09-21 11:58:37,2025-09-21 07:58:37,2025-09-21,"Significant"
24,2025-09-21 12:03:37,2025-09-21 08:03:37,2025-09-21,"Significant"
27,2025-09-21 12:08:37,2025-09-21 08:08:37,2025-09-21,"Significant"
24,2025-09-21 12:13:37,2025-09-21 08:13:37,2025-09-21,"Significant"
28,2025-09-21 12:18:37,2025-09-21 08:18:37,2025-09-21,"Significant"
26,2025-09-21 12:23:37,2025-09-21 08:23:37,2025-09-21,"Significant"
26,2025-09-21 12:28:37,2025-09-21 08:28:37,2025-09-21,"Significant"
38,2025-09-21 12:33:37,2025-09-21 08:33:37,2025-09-21,"Significant"
34,2025-09-21 12:38:37,2025-09-21 08:38:37,2025-09-21,"Significant"
29,2025-09-22 02:03:36,2025-09-21 22:03:36,2025-09-22,"Significant"
22,2025-09-22 02:08:36,2025-09-21 22:08:36,2025-09-22,"Significant"
21,2025-09-22 02:13:36,2025-09-21 22:13:36,2025-09-22,"Significant"
25,2025-09-22 02:18:36,2025-09-21 22:18:36,2025-09-22,"Significant"
20,2025-09-22 02:23:36,2025-09-21 22:23:36,2025-09-22,"Significant"
22,2025-09-22 02:28:36,2025-09-21 22:28:36,2025-09-22,"Significant"
23,2025-09-22 02:33:36,2025-09-21 22:33:36,2025-09-22,"Significant"
21,2025-09-22 02:38:36,2025-09-21 22:38:36,2025-09-22,"Significant"
19,2025-09-22 02:43:36,2025-09-21 22:43:36,2025-09-22,"Significant"
18,2025-09-22 02:48:36,2025-09-21 22:48:36,2025-09-22,"Significant"
14,2025-09-22 02:53:36,2025-09-21 22:53:36,2025-09-22,"Significant"
20,2025-09-22 02:58:36,2025-09-21 22:58:36,2025-09-22,"Significant"
18,2025-09-22 03:03:36,2025-09-21 23:03:36,2025-09-22,"Significant"
12,2025-09-22 03:08:36,2025-09-21 23:08:36,2025-09-22,"Significant"
13,2025-09-22 03:13:36,2025-09-21 23:13:36,2025-09-22,"Significant"
27,2025-09-22 03:18:36,2025-09-21 23:18:36,2025-09-22,"Significant"
26,2025-09-22 03:23:36,2025-09-21 23:23:36,2025-09-22,"Significant"
25,2025-09-22 03:28:36,2025-09-21 23:28:36,2025-09-22,"Significant"
25,2025-09-22 03:33:36,2025-09-21 23:33:36,2025-09-22,"Significant"
19,2025-09-22 03:38:36,2025-09-21 23:38:36,2025-09-22,"Significant"
20,2025-09-22 03:43:36,2025-09-21 23:43:36,2025-09-22,"Significant"
20,2025-09-22 03:48:36,2025-09-21 23:48:36,2025-09-22,"Significant"
19,2025-09-22 03:53:36,2025-09-21 23:53:36,2025-09-22,"Significant"
20,2025-09-22 03:58:36,2025-09-21 23:58:36,2025-09-22,"Significant"
20,2025-09-22 04:03:36,2025-09-22 00:03:36,2025-09-22,"Significant"
19,2025-09-22 04:08:36,2025-09-22 00:08:36,2025-09-22,"Significant"
21,2025-09-22 04:13:36,2025-09-22 00:13:36,2025-09-22,"Significant"
19,2025-09-22 04:18:36,2025-09-22 00:18:36,2025-09-22,"Significant"
28,2025-09-22 04:23:36,2025-09-22 00:23:36,2025-09-22,"Significant"
34,2025-09-22 04:28:36,2025-09-22 00:28:36,2025-09-22,"Significant"
31,2025-09-22 04:33:36,2025-09-22 00:33:36,2025-09-22,"Significant"
28,2025-09-22 04:38:36,2025-09-22 00:38:36,2025-09-22,"Significant"
33,2025-09-22 04:43:36,2025-09-22 00:43:36,2025-09-22,"Significant"
27,2025-09-22 04:48:36,2025-09-22 00:48:36,2025-09-22,"Significant"
20,2025-09-22 04:53:36,2025-09-22 00:53:36,2025-09-22,"Significant"
23,2025-09-22 04:58:36,2025-09-22 00:58:36,2025-09-22,"Significant"
19,2025-09-22 05:03:36,2025-09-22 01:03:36,2025-09-22,"Significant"
20,2025-09-22 05:08:36,2025-09-22 01:08:36,2025-09-22,"Significant"
18,2025-09-22 05:13:36,2025-09-22 01:13:36,2025-09-22,"Significant"
21,2025-09-22 05:18:36,2025-09-22 01:18:36,2025-09-22,"Significant"
21,2025-09-22 05:23:36,2025-09-22 01:23:36,2025-09-22,"Significant"
34,2025-09-22 05:28:36,2025-09-22 01:28:36,2025-09-22,"Significant"
30,2025-09-22 05:33:36,2025-09-22 01:33:36,2025-09-22,"Significant"
23,2025-09-22 05:38:36,2025-09-22 01:38:36,2025-09-22,"Significant"
24,2025-09-22 05:43:36,2025-09-22 01:43:36,2025-09-22,"Significant"
25,2025-09-22 05:48:36,2025-09-22 01:48:36,2025-09-22,"Significant"
22,2025-09-22 05:53:36,2025-09-22 01:53:36,2025-09-22,"Significant"
22,2025-09-22 05:58:36,2025-09-22 01:58:36,2025-09-22,"Significant"
30,2025-09-22 06:03:36,2025-09-22 02:03:36,2025-09-22,"Significant"
28,2025-09-22 06:08:36,2025-09-22 02:08:36,2025-09-22,"Significant"
31,2025-09-22 06:13:36,2025-09-22 02:13:36,2025-09-22,"Significant"
29,2025-09-22 06:18:36,2025-09-22 02:18:36,2025-09-22,"Significant"
30,2025-09-22 06:23:36,2025-09-22 02:23:36,2025-09-22,"Significant"
28,2025-09-22 06:28:36,2025-09-22 02:28:36,2025-09-22,"Significant"
25,2025-09-23 02:18:36,2025-09-22 22:18:36,2025-09-23,"Significant"
24,2025-09-23 02:23:36,2025-09-22 22:23:36,2025-09-23,"Significant"
15,2025-09-23 02:28:36,2025-09-22 22:28:36,2025-09-23,"Significant"
13,2025-09-23 02:33:36,2025-09-22 22:33:36,2025-09-23,"Significant"
15,2025-09-23 02:38:36,2025-09-22 22:38:36,2025-09-23,"Significant"
15,2025-09-23 02:43:36,2025-09-22 22:43:36,2025-09-23,"Significant"
15,2025-09-23 02:48:36,2025-09-22 22:48:36,2025-09-23,"Significant"
17,2025-09-23 02:53:36,2025-09-22 22:53:36,2025-09-23,"Significant"
16,2025-09-23 02:58:36,2025-09-22 22:58:36,2025-09-23,"Significant"
16,2025-09-23 03:03:36,2025-09-22 23:03:36,2025-09-23,"Significant"
17,2025-09-23 03:08:36,2025-09-22 23:08:36,2025-09-23,"Significant"
21,2025-09-23 03:13:36,2025-09-22 23:13:36,2025-09-23,"Significant"
20,2025-09-23 03:18:36,2025-09-22 23:18:36,2025-09-23,"Significant"
23,2025-09-23 03:23:36,2025-09-22 23:23:36,2025-09-23,"Significant"
18,2025-09-23 03:28:36,2025-09-22 23:28:36,2025-09-23,"Significant"
22,2025-09-23 03:33:36,2025-09-22 23:33:36,2025-09-23,"Significant"
19,2025-09-23 03:38:36,2025-09-22 23:38:36,2025-09-23,"Significant"
24,2025-09-23 03:43:36,2025-09-22 23:43:36,2025-09-23,"Significant"
20,2025-09-23 03:48:36,2025-09-22 23:48:36,2025-09-23,"Significant"
19,2025-09-23 03:53:36,2025-09-22 23:53:36,2025-09-23,"Significant"
26,2025-09-23 03:58:36,2025-09-22 23:58:36,2025-09-23,"Significant"
25,2025-09-23 04:03:36,2025-09-23 00:03:36,2025-09-23,"Significant"
22,2025-09-23 04:08:36,2025-09-23 00:08:36,2025-09-23,"Significant"
25,2025-09-23 04:13:36,2025-09-23 00:13:36,2025-09-23,"Significant"
26,2025-09-23 04:18:36,2025-09-23 00:18:36,2025-09-23,"Significant"
31,2025-09-23 04:23:36,2025-09-23 00:23:36,2025-09-23,"Significant"
27,2025-09-23 04:28:36,2025-09-23 00:28:36,2025-09-23,"Significant"
31,2025-09-23 04:33:36,2025-09-23 00:33:36,2025-09-23,"Significant"
33,2025-09-23 04:38:36,2025-09-23 00:38:36,2025-09-23,"Significant"
31,2025-09-23 04:43:36,2025-09-23 00:43:36,2025-09-23,"Significant"
36,2025-09-23 04:48:36,2025-09-23 00:48:36,2025-09-23,"Significant"
35,2025-09-23 04:53:36,2025-09-23 00:53:36,2025-09-23,"Significant"
40,2025-09-23 04:58:36,2025-09-23 00:58:36,2025-09-23,"Significant"
39,2025-09-23 05:03:36,2025-09-23 01:03:36,2025-09-23,"Significant"
36,2025-09-23 05:08:36,2025-09-23 01:08:36,2025-09-23,"Significant"
38,2025-09-23 05:13:36,2025-09-23 01:13:36,2025-09-23,"Significant"
37,2025-09-23 05:18:36,2025-09-23 01:18:36,2025-09-23,"Significant"
28,2025-09-23 05:23:36,2025-09-23 01:23:36,2025-09-23,"Significant"
42,2025-09-23 05:28:36,2025-09-23 01:28:36,2025-09-23,"Significant"
45,2025-09-23 05:33:36,2025-09-23 01:33:36,2025-09-23,"Significant"
43,2025-09-23 05:38:36,2025-09-23 01:38:36,2025-09-23,"Significant"
33,2025-09-23 05:43:36,2025-09-23 01:43:36,2025-09-23,"Significant"
25,2025-09-23 05:48:36,2025-09-23 01:48:36,2025-09-23,"Significant"
29,2025-09-23 05:53:36,2025-09-23 01:53:36,2025-09-23,"Significant"
27,2025-09-23 05:58:36,2025-09-23 01:58:36,2025-09-23,"Significant"
24,2025-09-23 06:03:36,2025-09-23 02:03:36,2025-09-23,"Significant"
25,2025-09-23 06:08:36,2025-09-23 02:08:36,2025-09-23,"Significant"
24,2025-09-23 06:13:36,2025-09-23 02:13:36,2025-09-23,"Significant"
31,2025-09-23 06:18:36,2025-09-23 02:18:36,2025-09-23,"Significant"
32,2025-09-23 06:23:36,2025-09-23 02:23:36,2025-09-23,"Significant"
27,2025-09-23 06:28:36,2025-09-23 02:28:36,2025-09-23,"Significant"
28,2025-09-23 06:33:36,2025-09-23 02:33:36,2025-09-23,"Significant"
32,2025-09-23 06:38:36,2025-09-23 02:38:36,2025-09-23,"Significant"
33,2025-09-23 06:43:36,2025-09-23 02:43:36,2025-09-23,"Significant"
30,2025-09-23 06:48:36,2025-09-23 02:48:36,2025-09-23,"Significant"
37,2025-09-23 06:53:36,2025-09-23 02:53:36,2025-09-23,"Significant"
39,2025-09-23 06:58:36,2025-09-23 02:58:36,2025-09-23,"Significant"
38,2025-09-23 07:03:36,2025-09-23 03:03:36,2025-09-23,"Significant"
32,2025-09-23 07:08:36,2025-09-23 03:08:36,2025-09-23,"Significant"
32,2025-09-23 07:13:36,2025-09-23 03:13:36,2025-09-23,"Significant"
35,2025-09-23 07:18:36,2025-09-23 03:18:36,2025-09-23,"Significant"
34,2025-09-23 07:23:36,2025-09-23 03:23:36,2025-09-23,"Significant"
27,2025-09-23 07:28:36,2025-09-23 03:28:36,2025-09-23,"Significant"
26,2025-09-23 07:33:36,2025-09-23 03:33:36,2025-09-23,"Significant"
28,2025-09-23 07:38:36,2025-09-23 03:38:36,2025-09-23,"Significant"
35,2025-09-23 07:43:36,2025-09-23 03:43:36,2025-09-23,"Significant"
36,2025-09-23 07:48:36,2025-09-23 03:48:36,2025-09-23,"Significant"
33,2025-09-23 07:53:36,2025-09-23 03:53:36,2025-09-23,"Significant"
40,2025-09-23 07:58:36,2025-09-23 03:58:36,2025-09-23,"Significant"
31,2025-09-23 08:03:36,2025-09-23 04:03:36,2025-09-23,"Significant"
31,2025-09-23 08:08:36,2025-09-23 04:08:36,2025-09-23,"Significant"
31,2025-09-23 08:13:36,2025-09-23 04:13:36,2025-09-23,"Significant"
23,2025-09-23 08:18:36,2025-09-23 04:18:36,2025-09-23,"Significant"
19,2025-09-23 08:23:36,2025-09-23 04:23:36,2025-09-23,"Significant"
19,2025-09-23 08:28:36,2025-09-23 04:28:36,2025-09-23,"Significant"
20,2025-09-23 08:33:36,2025-09-23 04:33:36,2025-09-23,"Significant"
18,2025-09-23 08:38:36,2025-09-23 04:38:36,2025-09-23,"Significant"
25,2025-09-23 08:43:36,2025-09-23 04:43:36,2025-09-23,"Significant"
29,2025-09-23 08:48:36,2025-09-23 04:48:36,2025-09-23,"Significant"
27,2025-09-23 08:53:36,2025-09-23 04:53:36,2025-09-23,"Significant"
33,2025-09-23 08:58:36,2025-09-23 04:58:36,2025-09-23,"Significant"
33,2025-09-23 09:03:36,2025-09-23 05:03:36,2025-09-23,"Significant"
33,2025-09-23 09:08:36,2025-09-23 05:08:36,2025-09-23,"Significant"
11,2025-09-24 03:33:36,2025-09-23 23:33:36,2025-09-24,"Significant"
9,2025-09-24 03:38:36,2025-09-23 23:38:36,2025-09-24,"Significant"
9,2025-09-24 03:43:36,2025-09-23 23:43:36,2025-09-24,"Significant"
8,2025-09-24 03:48:36,2025-09-23 23:48:36,2025-09-24,"Significant"
9,2025-09-24 03:53:36,2025-09-23 23:53:36,2025-09-24,"Significant"
8,2025-09-24 03:58:36,2025-09-23 23:58:36,2025-09-24,"Significant"
8,2025-09-24 04:03:36,2025-09-24 00:03:36,2025-09-24,"Significant"
8,2025-09-24 04:08:36,2025-09-24 00:08:36,2025-09-24,"Significant"
16,2025-09-24 04:13:36,2025-09-24 00:13:36,2025-09-24,"Significant"
22,2025-09-24 04:18:36,2025-09-24 00:18:36,2025-09-24,"Significant"
17,2025-09-24 04:23:36,2025-09-24 00:23:36,2025-09-24,"Significant"
14,2025-09-24 04:28:36,2025-09-24 00:28:36,2025-09-24,"Significant"
15,2025-09-24 04:33:36,2025-09-24 00:33:36,2025-09-24,"Significant"
17,2025-09-24 04:38:36,2025-09-24 00:38:36,2025-09-24,"Significant"
27,2025-09-24 04:43:36,2025-09-24 00:43:36,2025-09-24,"Significant"
21,2025-09-24 04:48:36,2025-09-24 00:48:36,2025-09-24,"Significant"
13,2025-09-24 04:53:36,2025-09-24 00:53:36,2025-09-24,"Significant"
13,2025-09-24 04:58:36,2025-09-24 00:58:36,2025-09-24,"Significant"
16,2025-09-24 05:03:36,2025-09-24 01:03:36,2025-09-24,"Significant"
17,2025-09-24 05:08:36,2025-09-24 01:08:36,2025-09-24,"Significant"
17,2025-09-24 05:13:36,2025-09-24 01:13:36,2025-09-24,"Significant"
20,2025-09-24 05:18:36,2025-09-24 01:18:36,2025-09-24,"Significant"
18,2025-09-24 05:23:36,2025-09-24 01:23:36,2025-09-24,"Significant"
18,2025-09-24 05:28:36,2025-09-24 01:28:36,2025-09-24,"Significant"
15,2025-09-24 05:33:36,2025-09-24 01:33:36,2025-09-24,"Significant"
17,2025-09-24 05:38:36,2025-09-24 01:38:36,2025-09-24,"Significant"
18,2025-09-24 05:43:36,2025-09-24 01:43:36,2025-09-24,"Significant"
15,2025-09-24 05:48:36,2025-09-24 01:48:36,2025-09-24,"Significant"
13,2025-09-24 05:53:36,2025-09-24 01:53:36,2025-09-24,"Significant"
15,2025-09-24 05:58:36,2025-09-24 01:58:36,2025-09-24,"Significant"
14,2025-09-24 06:03:36,2025-09-24 02:03:36,2025-09-24,"Significant"
14,2025-09-24 06:08:36,2025-09-24 02:08:36,2025-09-24,"Significant"
12,2025-09-24 06:13:36,2025-09-24 02:13:36,2025-09-24,"Significant"
14,2025-09-24 06:18:36,2025-09-24 02:18:36,2025-09-24,"Significant"
12,2025-09-24 06:23:36,2025-09-24 02:23:36,2025-09-24,"Significant"
13,2025-09-24 06:28:36,2025-09-24 02:28:36,2025-09-24,"Significant"
14,2025-09-24 06:33:36,2025-09-24 02:33:36,2025-09-24,"Significant"
14,2025-09-24 06:38:36,2025-09-24 02:38:36,2025-09-24,"Significant"
15,2025-09-24 06:43:36,2025-09-24 02:43:36,2025-09-24,"Significant"
15,2025-09-24 06:48:36,2025-09-24 02:48:36,2025-09-24,"Significant"
16,2025-09-24 06:53:36,2025-09-24 02:53:36,2025-09-24,"Significant"
15,2025-09-24 06:58:36,2025-09-24 02:58:36,2025-09-24,"Significant"
12,2025-09-24 07:03:36,2025-09-24 03:03:36,2025-09-24,"Significant"
14,2025-09-24 07:08:36,2025-09-24 03:08:36,2025-09-24,"Significant"
12,2025-09-24 07:13:36,2025-09-24 03:13:36,2025-09-24,"Significant"
13,2025-09-24 07:18:36,2025-09-24 03:18:36,2025-09-24,"Significant"
14,2025-09-24 07:23:36,2025-09-24 03:23:36,2025-09-24,"Significant"
14,2025-09-24 07:28:36,2025-09-24 03:28:36,2025-09-24,"Significant"
14,2025-09-24 07:33:36,2025-09-24 03:33:36,2025-09-24,"Significant"
15,2025-09-24 07:38:36,2025-09-24 03:38:36,2025-09-24,"Significant"
10,2025-09-24 07:43:36,2025-09-24 03:43:36,2025-09-24,"Significant"
10,2025-09-24 07:48:36,2025-09-24 03:48:36,2025-09-24,"Significant"
11,2025-09-24 07:53:36,2025-09-24 03:53:36,2025-09-24,"Significant"
13,2025-09-24 07:58:36,2025-09-24 03:58:36,2025-09-24,"Significant"
13,2025-09-24 08:03:36,2025-09-24 04:03:36,2025-09-24,"Significant"
12,2025-09-24 08:08:36,2025-09-24 04:08:36,2025-09-24,"Significant"
14,2025-09-24 08:13:36,2025-09-24 04:13:36,2025-09-24,"Significant"
17,2025-09-24 08:18:36,2025-09-24 04:18:36,2025-09-24,"Significant"
17,2025-09-24 08:23:36,2025-09-24 04:23:36,2025-09-24,"Significant"
16,2025-09-24 08:28:36,2025-09-24 04:28:36,2025-09-24,"Significant"
19,2025-09-24 08:33:36,2025-09-24 04:33:36,2025-09-24,"Significant"
15,2025-09-24 08:38:36,2025-09-24 04:38:36,2025-09-24,"Significant"
14,2025-09-24 08:43:36,2025-09-24 04:43:36,2025-09-24,"Significant"
16,2025-09-24 08:48:36,2025-09-24 04:48:36,2025-09-24,"Significant"
14,2025-09-24 08:53:36,2025-09-24 04:53:36,2025-09-24,"Significant"
15,2025-09-24 08:58:36,2025-09-24 04:58:36,2025-09-24,"Significant"
16,2025-09-24 09:03:36,2025-09-24 05:03:36,2025-09-24,"Significant"
19,2025-09-24 09:08:36,2025-09-24 05:08:36,2025-09-24,"Significant"
16,2025-09-24 09:13:36,2025-09-24 05:13:36,2025-09-24,"Significant"
17,2025-09-24 09:18:36,2025-09-24 05:18:36,2025-09-24,"Significant"
18,2025-09-24 09:23:36,2025-09-24 05:23:36,2025-09-24,"Significant"
16,2025-09-24 09:28:36,2025-09-24 05:28:36,2025-09-24,"Significant"
19,2025-09-24 09:33:36,2025-09-24 05:33:36,2025-09-24,"Significant"
18,2025-09-24 09:38:36,2025-09-24 05:38:36,2025-09-24,"Significant"
19,2025-09-24 09:43:36,2025-09-24 05:43:36,2025-09-24,"Significant"
19,2025-09-24 09:48:36,2025-09-24 05:48:36,2025-09-24,"Significant"
21,2025-09-24 09:53:36,2025-09-24 05:53:36,2025-09-24,"Significant"
13,2025-09-24 09:58:36,2025-09-24 05:58:36,2025-09-24,"Significant"
13,2025-09-24 10:03:36,2025-09-24 06:03:36,2025-09-24,"Significant"
13,2025-09-24 10:08:36,2025-09-24 06:08:36,2025-09-24,"Significant"
12,2025-09-24 10:13:36,2025-09-24 06:13:36,2025-09-24,"Significant"
12,2025-09-24 10:18:36,2025-09-24 06:18:36,2025-09-24,"Significant"
22,2025-09-24 10:23:36,2025-09-24 06:23:36,2025-09-24,"Significant"
22,2025-09-24 10:28:36,2025-09-24 06:28:36,2025-09-24,"Significant"
21,2025-09-24 10:33:36,2025-09-24 06:33:36,2025-09-24,"Significant"
16,2025-09-24 10:38:36,2025-09-24 06:38:36,2025-09-24,"Significant"
18,2025-09-24 10:43:36,2025-09-24 06:43:36,2025-09-24,"Significant"
12,2025-09-25 03:48:36,2025-09-24 23:48:36,2025-09-25,"Significant"
11,2025-09-25 03:53:36,2025-09-24 23:53:36,2025-09-25,"Significant"
11,2025-09-25 03:58:36,2025-09-24 23:58:36,2025-09-25,"Significant"
11,2025-09-25 04:03:36,2025-09-25 00:03:36,2025-09-25,"Significant"
12,2025-09-25 04:08:36,2025-09-25 00:08:36,2025-09-25,"Significant"
12,2025-09-25 04:13:36,2025-09-25 00:13:36,2025-09-25,"Significant"
11,2025-09-25 04:18:36,2025-09-25 00:18:36,2025-09-25,"Significant"
12,2025-09-25 04:23:36,2025-09-25 00:23:36,2025-09-25,"Significant"
15,2025-09-25 04:28:36,2025-09-25 00:28:36,2025-09-25,"Significant"
16,2025-09-25 04:33:36,2025-09-25 00:33:36,2025-09-25,"Significant"
9,2025-09-25 04:38:36,2025-09-25 00:38:36,2025-09-25,"Significant"
10,2025-09-25 04:43:36,2025-09-25 00:43:36,2025-09-25,"Significant"
10,2025-09-25 04:48:36,2025-09-25 00:48:36,2025-09-25,"Significant"
13,2025-09-25 04:53:36,2025-09-25 00:53:36,2025-09-25,"Significant"
19,2025-09-25 04:58:36,2025-09-25 00:58:36,2025-09-25,"Significant"
16,2025-09-25 05:03:36,2025-09-25 01:03:36,2025-09-25,"Significant"
17,2025-09-25 05:08:36,2025-09-25 01:08:36,2025-09-25,"Significant"
20,2025-09-25 05:13:36,2025-09-25 01:13:36,2025-09-25,"Significant"
20,2025-09-25 05:18:36,2025-09-25 01:18:36,2025-09-25,"Significant"
22,2025-09-25 05:23:36,2025-09-25 01:23:36,2025-09-25,"Significant"
23,2025-09-25 05:28:36,2025-09-25 01:28:36,2025-09-25,"Significant"
31,2025-09-25 05:33:36,2025-09-25 01:33:36,2025-09-25,"Significant"
28,2025-09-25 05:38:36,2025-09-25 01:38:36,2025-09-25,"Significant"
31,2025-09-25 05:43:36,2025-09-25 01:43:36,2025-09-25,"Significant"
28,2025-09-25 05:48:36,2025-09-25 01:48:36,2025-09-25,"Significant"
28,2025-09-25 05:53:36,2025-09-25 01:53:36,2025-09-25,"Significant"
27,2025-09-25 05:58:36,2025-09-25 01:58:36,2025-09-25,"Significant"
31,2025-09-25 06:03:36,2025-09-25 02:03:36,2025-09-25,"Significant"
27,2025-09-25 06:08:36,2025-09-25 02:08:36,2025-09-25,"Significant"
30,2025-09-25 06:13:36,2025-09-25 02:13:36,2025-09-25,"Significant"
27,2025-09-25 06:18:36,2025-09-25 02:18:36,2025-09-25,"Significant"
26,2025-09-25 06:23:36,2025-09-25 02:23:36,2025-09-25,"Significant"
28,2025-09-25 06:28:36,2025-09-25 02:28:36,2025-09-25,"Significant"
38,2025-09-25 06:33:36,2025-09-25 02:33:36,2025-09-25,"Significant"
29,2025-09-25 06:38:36,2025-09-25 02:38:36,2025-09-25,"Significant"
27,2025-09-25 06:43:36,2025-09-25 02:43:36,2025-09-25,"Significant"
26,2025-09-25 06:48:36,2025-09-25 02:48:36,2025-09-25,"Significant"
23,2025-09-25 06:53:36,2025-09-25 02:53:36,2025-09-25,"Significant"
30,2025-09-25 06:58:36,2025-09-25 02:58:36,2025-09-25,"Significant"
24,2025-09-25 07:03:36,2025-09-25 03:03:36,2025-09-25,"Significant"
30,2025-09-25 07:08:36,2025-09-25 03:08:36,2025-09-25,"Significant"
31,2025-09-25 07:13:36,2025-09-25 03:13:36,2025-09-25,"Significant"
29,2025-09-25 07:18:36,2025-09-25 03:18:36,2025-09-25,"Significant"
31,2025-09-25 07:23:36,2025-09-25 03:23:36,2025-09-25,"Significant"
31,2025-09-25 07:28:36,2025-09-25 03:28:36,2025-09-25,"Significant"
32,2025-09-25 07:33:36,2025-09-25 03:33:36,2025-09-25,"Significant"
29,2025-09-25 07:38:36,2025-09-25 03:38:36,2025-09-25,"Significant"
30,2025-09-25 07:43:36,2025-09-25 03:43:36,2025-09-25,"Significant"
29,2025-09-25 07:48:36,2025-09-25 03:48:36,2025-09-25,"Significant"
32,2025-09-25 07:53:36,2025-09-25 03:53:36,2025-09-25,"Significant"
33,2025-09-25 07:58:36,2025-09-25 03:58:36,2025-09-25,"Significant"
37,2025-09-25 08:03:36,2025-09-25 04:03:36,2025-09-25,"Significant"
33,2025-09-25 08:08:36,2025-09-25 04:08:36,2025-09-25,"Significant"
35,2025-09-25 08:13:36,2025-09-25 04:13:36,2025-09-25,"Significant"
29,2025-09-25 08:18:36,2025-09-25 04:18:36,2025-09-25,"Significant"
29,2025-09-25 08:23:36,2025-09-25 04:23:36,2025-09-25,"Significant"
28,2025-09-25 08:28:36,2025-09-25 04:28:36,2025-09-25,"Significant"
30,2025-09-25 08:33:36,2025-09-25 04:33:36,2025-09-25,"Significant"
31,2025-09-25 08:38:36,2025-09-25 04:38:36,2025-09-25,"Significant"
39,2025-09-25 08:43:36,2025-09-25 04:43:36,2025-09-25,"Significant"
31,2025-09-25 08:48:36,2025-09-25 04:48:36,2025-09-25,"Significant"
24,2025-09-25 08:53:36,2025-09-25 04:53:36,2025-09-25,"Significant"
29,2025-09-25 08:58:36,2025-09-25 04:58:36,2025-09-25,"Significant"
30,2025-09-25 09:03:36,2025-09-25 05:03:36,2025-09-25,"Significant"
32,2025-09-25 09:08:36,2025-09-25 05:08:36,2025-09-25,"Significant"
27,2025-09-25 09:13:36,2025-09-25 05:13:36,2025-09-25,"Significant"
46,2025-09-25 09:18:36,2025-09-25 05:18:36,2025-09-25,"Significant"
43,2025-09-25 09:23:36,2025-09-25 05:23:36,2025-09-25,"Significant"
38,2025-09-25 09:28:36,2025-09-25 05:28:36,2025-09-25,"Significant"
40,2025-09-25 09:33:36,2025-09-25 05:33:36,2025-09-25,"Significant"
40,2025-09-25 09:38:36,2025-09-25 05:38:36,2025-09-25,"Significant"
38,2025-09-25 09:43:36,2025-09-25 05:43:36,2025-09-25,"Significant"
38,2025-09-25 09:48:36,2025-09-25 05:48:36,2025-09-25,"Significant"
37,2025-09-25 09:53:36,2025-09-25 05:53:36,2025-09-25,"Significant"
34,2025-09-25 09:58:36,2025-09-25 05:58:36,2025-09-25,"Significant"
33,2025-09-25 10:03:36,2025-09-25 06:03:36,2025-09-25,"Significant"
31,2025-09-25 10:08:36,2025-09-25 06:08:36,2025-09-25,"Significant"
28,2025-09-25 10:13:36,2025-09-25 06:13:36,2025-09-25,"Significant"
32,2025-09-25 10:18:36,2025-09-25 06:18:36,2025-09-25,"Significant"
39,2025-09-25 10:23:36,2025-09-25 06:23:36,2025-09-25,"Significant"
29,2025-09-25 10:28:36,2025-09-25 06:28:36,2025-09-25,"Significant"
35,2025-09-25 10:33:36,2025-09-25 06:33:36,2025-09-25,"Significant"
28,2025-09-25 10:38:36,2025-09-25 06:38:36,2025-09-25,"Significant"
18,2025-09-26 03:13:36,2025-09-25 23:13:36,2025-09-26,"Significant"
